,rarity
76997,74.487
76998,252.846
76999,238.765
77000,113.202
77001,131.997
77002,122.029
77003,92.952
77004,58.684
77005,139.687
77006,66.572
77007,75.925
77008,355.201
77009,128.747
77010,515.602
77011,115.903
77012,73.539
77013,94.709
77014,105.544
77015,99.013
77016,70.413
77017,79.651
77018,78.1
77019,94.381
77020,144.657
77021,120.958
77022,101.975
77023,221.955
77024,65.558
77025,111.166
77026,68.997
77027,114.716
77028,54.172
77029,74.645
77030,133.648
77031,199.809
77032,93.4
77033,81.799
77034,54.904
77035,78.317
77036,74.159
77037,66.189
77038,107.072
77039,76.787
77040,75.146
77041,148.887
77042,99.115
77043,131.059
77044,95.085
77045,324.62
77046,90.021
77047,314.6
77048,65.912
77049,110.399
77050,61.905
77051,219.387
77052,66.456
77053,66.938
77054,77.291
77055,90.525
77056,488.942
77057,97.674
77058,69.39
77059,119.254
77060,92.111
77061,201.809
77062,125.746
77063,106.886
77064,57.985
77065,75.753
77066,92.208
77067,68.169
77068,65.385
77069,112.386
77070,143.202
77071,114.104
77072,132.333
77073,78.784
77074,95.872
77075,74.937
77076,96.75
77077,81.881
77078,168.557
77079,94.698
77080,100.199
77081,165.752
77082,67.63
77083,92.173
77084,224.817
77085,91.516
77086,97.711
77087,109.601
77088,64.302
77089,160.807
77090,72.973
77091,72.676
77092,181.94
77093,80.789
77094,82.069
77095,100.959
77096,133.522
77097,91.009
77098,69.634
77099,91.781
77100,247.759
77101,97.269
77102,94.594
77103,100.98
77104,100.051
77105,75.794
77106,86.422
77107,175.261
77108,72.226
77109,233.864
77110,183.173
77111,115.685
77112,126.069
77113,58.555
77114,61.057
77115,125.785
77116,141.197
77117,80.352
77118,113.526
77119,62.784
77120,90.46
77121,78.179
77122,58.43
77123,81.004
77124,96.865
77125,70.164
77126,53.305
77127,62.937
77128,67.246
77129,109.133
77130,65.786
77131,238.882
77132,77.074
77133,67.579
77134,73.332
77135,63.075
77136,88.174
77137,83.36
77138,91.831
77139,192.29
77140,97.689
77141,65.922
77142,85.943
77143,63.48
77144,236.795
77145,67.093
77146,115.348
77147,88.754
77148,877.563
77149,164.914
77150,107.943
77151,63.562
77152,99.536
77153,86.903
77154,263.358
77155,81.177
77156,184.583
77157,93.197
77158,152.831
77159,81.503
77160,102.496
77161,230.097
77162,75.561
77163,92.982
77164,61.652
77165,81.533
77166,119.64
77167,107.362
77168,110.283
77169,101.494
77170,64.908
77171,84.978
77172,140.631
77173,97.81
77174,82.185
77175,237.484
77176,173.558
77177,102.964
77178,101.103
77179,77.428
77180,77.908
77181,85.758
77182,63.562
77183,63.251
77184,101.547
77185,85.531
77186,90.353
77187,111.595
77188,205.687
77189,96.796
77190,64.267
77191,74.032
77192,112.8
77193,96.701
77194,528.209
77195,139.738
77196,112.272
77197,66.218
77198,70.817
77199,731.62
77200,107.126
77201,81.247
77202,77.674
77203,100.713
77204,70.47
77205,99.981
77206,76.613
77207,69.062
77208,109.551
77209,145.69
77210,60.604
77211,130.708
77212,113.999
77213,93.099
77214,60.208
77215,111.579
77216,67.027
77217,96.6
77218,339.558
77219,69.502
77220,75.869
77221,198.663
77222,290.699
77223,75.372
77224,278.885
77225,69.963
77226,74.736
77227,75.172
77228,120.912
77229,251.86
77230,76.646
77231,229.955
77232,78.765
77233,127.593
77234,87.726
77235,475.274
77236,67.953
77237,65.715
77238,138.746
77239,67.721
77240,107.228
77241,73.047
77242,58.4
77243,295.017
77244,288.798
77245,90.375
77246,116.357
77247,77.816
77248,85.172
77249,118.173
77250,131.465
77251,288.078
77252,246.938
77253,68.905
77254,167.152
77255,104.204
77256,134.735
77257,98.024
77258,64.036
77259,91.444
77260,100.747
77261,323.943
77262,62.944
77263,201.12
77264,69.468
77265,63.428
77266,63.747
77267,55.559
77268,66.421
77269,296.987
77270,193.102
77271,136.895
77272,111.593
77273,507.546
77274,170.943
77275,77.577
77276,129.237
77277,104.83
77278,94.468
77279,299.57
77280,155.015
77281,140.92
77282,70.682
77283,75.837
77284,68.182
77285,76.544
77286,104.765
77287,104.359
77288,72.841
77289,96.9
77290,110.075
77291,85.134
77292,60.321
77293,359.012
77294,100.199
77295,70.727
77296,74.057
77297,101.405
77298,206.084
77299,93.357
77300,87.258
77301,92.101
77302,83.004
77303,215.102
77304,196.198
77305,162.474
77306,596.283
77307,72.968
77308,63.875
77309,76.925
77310,118.551
77311,71.553
77312,96.864
77313,230.367
77314,445.693
77315,94.164
77316,72.585
77317,1350.231
77318,86.511
77319,105.23
77320,104.968
77321,60.741
77322,243.015
77323,82.64
77324,84.408
77325,63.608
77326,106.35
77327,78.35
77328,753.87
77329,75.257
77330,91.228
77331,128.612
77332,119.217
77333,78.532
77334,74.746
77335,82.287
77336,73.666
77337,79.676
77338,98.379
77339,85.491
77340,117.043
77341,76.008
77342,124.703
77343,185.565
77344,381.473
77345,103.508
77346,86.946
77347,79.212
77348,289.055
77349,75.03
77350,90.625
77351,102.708
77352,159.798
77353,110.646
77354,91.778
77355,89.613
77356,163.164
77357,173.819
77358,128.702
77359,121.797
77360,68.665
77361,67.339
77362,113.226
77363,85.822
77364,191.768
77365,93.988
77366,605.786
77367,210.14
77368,69.572
77369,131.516
77370,79.041
77371,71.006
77372,273.134
77373,92.984
77374,82.431
77375,75.766
77376,99.498
77377,278.127
77378,96.086
77379,66.361
77380,116.083
77381,105.325
77382,90.848
77383,224.054
77384,64.626
77385,79.207
77386,83.941
77387,157.621
77388,77.683
77389,109.255
77390,93.165
77391,114.283
77392,267.621
77393,138.658
77394,120.057
77395,56.789
77396,181.284
77397,82.576
77398,83.001
77399,120.315
77400,81.87
77401,111.865
77402,51.224
77403,72.618
77404,243.276
77405,65.268
77406,105.371
77407,129.062
77408,105.157
77409,89.854
77410,135.706
77411,66.821
77412,158.672
77413,141.359
77414,519.792
77415,189.08
77416,91.928
77417,102.971
77418,105.46
77419,88.399
77420,97.307
77421,98.087
77422,101.401
77423,360.632
77424,110.012
77425,90.283
77426,417.685
77427,68.599
77428,150.489
77429,109.836
77430,126.123
77431,138.441
77432,116.9
77433,252.221
77434,80.217
77435,125.441
77436,74.019
77437,189.334
77438,110.682
77439,92.584
77440,74.302
77441,87.188
77442,90.504
77443,63.233
77444,85.925
77445,81.613
77446,103.695
77447,101.329
77448,549.608
77449,373.988
77450,69.091
77451,63.544
77452,154.52
77453,313.797
77454,75.022
77455,155.895
77456,72.928
77457,108.313
77458,156.551
77459,134.916
77460,361.416
77461,114.922
77462,86.571
77463,57.678
77464,67.358
77465,104.137
77466,176.108
77467,88.244
77468,227.522
77469,65.308
77470,109.231
77471,154.812
77472,395.479
77473,88.151
77474,216.45
77475,110.309
77476,130.184
77477,78.779
77478,67.932
77479,130.207
77480,92.308
77481,102.43
77482,127.712
77483,70.072
77484,91.551
77485,81.135
77486,83.93
77487,60.743
77488,95.649
77489,93.021
77490,101.745
77491,69.421
77492,83.621
77493,434.588
77494,88.817
77495,61.586
77496,79.164
77497,58.682
77498,196.592
77499,119.254
77500,87.673
77501,55.419
77502,81.361
77503,97.356
77504,180.554
77505,79.572
77506,68.793
77507,400.449
77508,67.014
77509,83.28
77510,96.343
77511,93.688
77512,135.341
77513,86.133
77514,97.154
77515,284.693
77516,84.669
77517,90.012
77518,137.148
77519,243.857
77520,89.735
77521,74.576
77522,70.208
77523,147.932
77524,130.134
77525,119.864
77526,363.587
77527,57.79
77528,137.849
77529,63.635
77530,99.7
77531,150.478
77532,83.142
77533,72.733
77534,87.463
77535,86.837
77536,77.322
77537,109.136
77538,80.307
77539,95.787
77540,158.545
77541,80.004
77542,89.535
77543,70.833
77544,117.311
77545,118.022
77546,69.315
77547,136.934
77548,81.569
77549,111.091
77550,97.709
77551,98.663
77552,94.235
77553,89.226
77554,55.17
77555,83.422
77556,81.685
77557,111.595
77558,122.39
77559,54.946
77560,69.278
77561,75.61
77562,102.602
77563,78.032
77564,89.873
77565,73.399
77566,68.784
77567,74.106
77568,61.211
77569,99.26
77570,102.882
77571,523.466
77572,104.218
77573,66.45
77574,78.417
77575,165.311
77576,70.695
77577,85.586
77578,85.822
77579,101.001
77580,114.643
77581,113.868
77582,89.355
77583,77.364
77584,114.965
77585,434.736
77586,83.758
77587,127.955
77588,76.954
77589,79.116
77590,108.825
77591,80.991
77592,133.799
77593,107.365
77594,101.228
77595,57.091
77596,69.998
77597,149.224
77598,67.747
77599,96.459
77600,125.645
77601,97.951
77602,59.722
77603,68.761
77604,256.134
77605,123.23
77606,106.345
77607,87.687
77608,153.335
77609,508.825
77610,122.497
77611,109.306
77612,50.786
77613,60.811
77614,103.337
77615,116.059
77616,62.513
77617,58.327
77618,112.453
77619,92.9
77620,75.431
77621,135.349
77622,167.365
77623,88.319
77624,76.488
77625,70.335
77626,87.859
77627,294.809
77628,166.932
77629,98.643
77630,73.821
77631,107.061
77632,69.643
77633,108.146
77634,83.935
77635,75.71
77636,106.912
77637,93.804
77638,110.672
77639,78.186
77640,115.461
77641,60.802
77642,57.021
77643,80.863
77644,158.429
77645,97.776
77646,404.968
77647,104.301
77648,96.115
77649,136.998
77650,93.141
77651,117.609
77652,56.133
77653,72.757
77654,78.575
77655,533.578
77656,124.047
77657,200.32
77658,608.483
77659,99.717
77660,165.923
77661,614.638
77662,65.664
77663,100.695
77664,107.125
77665,88.826
77666,75.418
77667,90.753
77668,98.046
77669,281.303
77670,122.303
77671,66.779
77672,92.597
77673,71.092
77674,107.59
77675,96.503
77676,105.121
77677,58.454
77678,99.844
77679,185.07
77680,80.378
77681,124.956
77682,125.875
77683,80.872
77684,82.452
77685,106.748
77686,91.232
77687,76.607
77688,83.547
77689,124.719
77690,98.189
77691,106.446
77692,350.798
77693,313.901
77694,98.642
77695,124.603
77696,65.895
77697,102.448
77698,94.422
77699,73.07
77700,68.668
77701,72.759
77702,90.386
77703,85.308
77704,118.512
77705,200.376
77706,98.893
77707,81.623
77708,61.542
77709,328.918
77710,106.07
77711,88.127
77712,416.089
77713,114.019
77714,87.953
77715,60.015
77716,51.934
77717,118.892
77718,187.972
77719,252.8
77720,124.685
77721,111.509
77722,75.273
77723,127.664
77724,73.658
77725,110.401
77726,171.004
77727,86.128
77728,110.671
77729,82.444
77730,71.13
77731,566.515
77732,95.772
77733,85.667
77734,73.457
77735,199.314
77736,104.066
77737,77.298
77738,98.284
77739,57.293
77740,98.202
77741,60.021
77742,103.848
77743,87.577
77744,79.407
77745,140.667
77746,55.666
77747,78.702
77748,102.844
77749,169.012
77750,110.246
77751,121.19
77752,125.328
77753,211.055
77754,68.264
77755,67.078
77756,84.226
77757,89.911
77758,88.55
77759,98.256
77760,72.98
77761,124.143
77762,85.281
77763,83.737
77764,428.109
77765,71.91
77766,86.374
77767,115.745
77768,130.141
77769,100.752
77770,96.867
77771,90.366
77772,545.745
77773,90.52
77774,86.827
77775,88.255
77776,112.523
77777,60.143
77778,269.429
77779,68.754
77780,246.735
77781,71.081
77782,57.633
77783,120.769
77784,95.086
77785,105.427
77786,256.798
77787,980.048
77788,125.245
77789,342.539
77790,97.154
77791,279.037
77792,121.167
77793,85.987
77794,86.303
77795,55.946
77796,198.596
77797,68.865
77798,78.451
77799,128.067
77800,69.181
77801,91.809
77802,72.98
77803,63.541
77804,66.05
77805,91.862
77806,89.25
77807,130.728
77808,454.541
77809,94.408
77810,237.979
77811,85.567
77812,120.658
77813,148.061
77814,78.869
77815,197.426
77816,61.954
77817,75.083
77818,67.808
77819,113.099
77820,152.652
77821,126.364
77822,128.004
77823,95.087
77824,97.349
77825,87.867
77826,95.961
77827,790.77
77828,87.48
77829,65.81
77830,97.171
77831,79.941
77832,190.631
77833,64.549
77834,92.801
77835,99.141
77836,89.221
77837,95.168
77838,124.792
77839,63.246
77840,93.777
77841,92.22
77842,98.8
77843,379.709
77844,78.199
77845,290.841
77846,127.561
77847,88.228
77848,55.253
77849,98.256
77850,118.606
77851,75.709
77852,308.853
77853,122.176
77854,182.818
77855,82.632
77856,112.389
77857,75.051
77858,71.303
77859,120.967
77860,100.392
77861,130.759
77862,99.298
77863,117.181
77864,133.631
77865,121.003
77866,64.46
77867,114.471
77868,78.228
77869,247.71
77870,60.218
77871,86.488
77872,75.652
77873,151.564
77874,173.272
77875,127.714
77876,123.107
77877,74.755
77878,85.088
77879,65.812
77880,92.617
77881,117.105
77882,73.173
77883,85.338
77884,106.651
77885,112.567
77886,91.785
77887,123.678
77888,77.154
77889,148.831
77890,91.43
77891,88.789
77892,73.19
77893,517.445
77894,148.831
77895,306.231
77896,241.201
77897,58.65
77898,483.663
77899,75.94
77900,266.976
77901,104.003
77902,82.263
77903,56.841
77904,99.541
77905,85.084
77906,127.606
77907,327.93
77908,92.898
77909,116.087
77910,77.57
77911,95.078
77912,84.295
77913,88.789
77914,79.061
77915,127.961
77916,107.347
77917,89.604
77918,87.471
77919,73.577
77920,90.863
77921,67.238
77922,69.109
77923,75.11
77924,89.852
77925,71.108
77926,73.19
77927,91.43
77928,133.059
77929,102.191
77930,366.748
77931,71.444
77932,92.389
77933,77.154
77934,81.602
77935,256.459
77936,106.625
77937,126.273
77938,114.78
77939,101.171
77940,82.26
77941,65.92
77942,324.826
77943,68.68
77944,93.463
77945,194.267
77946,57.14
77947,115.925
77948,101.744
77949,121.829
77950,99.33
77951,57.255
77952,67.371
77953,65.657
77954,97.414
77955,173.896
77956,145.424
77957,95.99
77958,87.947
77959,94.638
77960,349.857
77961,84.909
77962,63.83
77963,113.434
77964,118.22
77965,85.416
77966,591.735
77967,114.8
77968,180.502
77969,127.356
77970,325.825
77971,237.505
77972,64.813
77973,104.082
77974,82.754
77975,101.526
77976,161.221
77977,111.522
77978,79.201
77979,74.571
77980,65.692
77981,96.949
77982,119.441
77983,122.32
77984,101.15
77985,122.754
77986,223.52
77987,62.443
77988,77.42
77989,59.921
77990,83.578
77991,65.956
77992,89.81
77993,71.629
77994,82.489
77995,78.356
77996,57.546
77997,87.651
77998,67.423
77999,120.378
78000,111.719
78001,303.13
78002,107.012
78003,99.434
78004,72.723
78005,124.733
78006,102.162
78007,202.27
78008,176.634
78009,192.201
78010,87.421
78011,333.414
78012,82.499
78013,116.366
78014,122.379
78015,90.254
78016,69.121
78017,106.619
78018,113.744
78019,92.82
78020,105.903
78021,133.488
78022,120.054
78023,76.298
78024,69.79
78025,108.777
78026,163.945
78027,56.166
78028,71.063
78029,78.356
78030,71.629
78031,82.086
78032,75.585
78033,89.385
78034,82.113
78035,113.997
78036,118.881
78037,69.78
78038,66.018
78039,77.489
78040,81.299
78041,99.023
78042,81.398
78043,75.559
78044,157.277
78045,86.212
78046,133.989
78047,70.554
78048,525.989
78049,82.489
78050,57.546
78051,89.81
78052,194.421
78053,67.633
78054,176.865
78055,149.348
78056,93.462
78057,84.729
78058,121.443
78059,132.215
78060,59.235
78061,175.393
78062,69.157
78063,130.762
78064,87.81
78065,72.431
78066,123.541
78067,77.001
78068,54.362
78069,103.963
78070,409.337
78071,140.711
78072,75.888
78073,122.349
78074,83.208
78075,63.828
78076,125.735
78077,119.28
78078,94.438
78079,100.902
78080,273.844
78081,82.95
78082,134.93
78083,154.675
78084,90.586
78085,103.006
78086,59.007
78087,81.179
78088,74.938
78089,85.541
78090,72.239
78091,140.978
78092,73.0
78093,71.191
78094,79.527
78095,79.137
78096,77.944
78097,101.648
78098,518.455
78099,96.216
78100,886.3
78101,67.437
78102,306.204
78103,93.807
78104,205.714
78105,92.92
78106,118.763
78107,80.685
78108,81.419
78109,144.597
78110,138.491
78111,331.328
78112,80.702
78113,408.612
78114,85.917
78115,163.62
78116,120.285
78117,65.649
78118,79.982
78119,128.688
78120,73.994
78121,86.205
78122,100.284
78123,77.125
78124,116.184
78125,107.934
78126,101.38
78127,122.872
78128,100.194
78129,281.563
78130,197.831
78131,72.291
78132,76.383
78133,74.669
78134,141.815
78135,152.583
78136,63.094
78137,179.746
78138,127.111
78139,869.762
78140,77.83
78141,67.801
78142,65.198
78143,98.955
78144,156.463
78145,80.692
78146,103.578
78147,75.115
78148,91.288
78149,82.117
78150,739.093
78151,115.106
78152,72.071
78153,68.482
78154,101.719
78155,167.421
78156,111.804
78157,145.261
78158,167.91
78159,142.453
78160,77.791
78161,62.491
78162,178.564
78163,128.366
78164,93.805
78165,284.945
78166,73.675
78167,85.136
78168,103.521
78169,82.364
78170,120.538
78171,141.217
78172,115.393
78173,60.812
78174,363.033
78175,131.023
78176,101.047
78177,72.434
78178,100.147
78179,861.341
78180,81.276
78181,1376.203
78182,54.12
78183,74.851
78184,514.139
78185,105.71
78186,317.667
78187,85.488
78188,84.946
78189,66.87
78190,93.578
78191,164.496
78192,108.864
78193,129.846
78194,133.827
78195,76.629
78196,52.031
78197,54.724
78198,109.998
78199,166.847
78200,107.948
78201,110.834
78202,63.861
78203,76.956
78204,522.423
78205,111.9
78206,67.038
78207,80.885
78208,394.615
78209,92.509
78210,77.159
78211,153.411
78212,99.871
78213,94.97
78214,169.595
78215,91.293
78216,79.424
78217,53.379
78218,127.561
78219,76.821
78220,87.194
78221,351.846
78222,293.642
78223,80.177
78224,82.441
78225,97.811
78226,86.292
78227,86.479
78228,82.896
78229,152.14
78230,70.202
78231,150.562
78232,232.397
78233,83.203
78234,338.814
78235,328.874
78236,81.622
78237,200.196
78238,67.572
78239,97.95
78240,148.951
78241,64.249
78242,115.111
78243,183.948
78244,75.097
78245,170.313
78246,93.805
78247,128.366
78248,56.14
78249,87.457
78250,106.102
78251,80.799
78252,70.421
78253,78.701
78254,67.902
78255,66.909
78256,73.64
78257,82.82
78258,86.307
78259,72.665
78260,161.081
78261,66.223
78262,105.086
78263,101.823
78264,62.903
78265,100.289
78266,69.004
78267,121.378
78268,242.092
78269,117.252
78270,102.802
78271,320.134
78272,100.57
78273,81.083
78274,91.884
78275,89.489
78276,95.514
78277,86.1
78278,88.812
78279,120.535
78280,90.137
78281,295.48
78282,85.354
78283,119.148
78284,101.02
78285,104.933
78286,70.55
78287,747.087
78288,111.683
78289,65.459
78290,109.608
78291,69.523
78292,83.164
78293,338.895
78294,336.521
78295,222.098
78296,70.297
78297,97.402
78298,475.017
78299,109.977
78300,134.468
78301,111.574
78302,97.721
78303,106.587
78304,124.698
78305,93.595
78306,84.984
78307,100.482
78308,70.674
78309,739.033
78310,99.186
78311,87.228
78312,92.298
78313,121.154
78314,75.127
78315,146.847
78316,62.176
78317,107.069
78318,105.537
78319,81.299
78320,154.074
78321,81.924
78322,99.159
78323,80.803
78324,77.555
78325,73.107
78326,89.221
78327,60.128
78328,129.283
78329,69.526
78330,126.359
78331,127.191
78332,72.723
78333,84.914
78334,74.475
78335,84.593
78336,90.36
78337,108.536
78338,107.95
78339,259.776
78340,99.056
78341,156.3
78342,97.673
78343,484.135
78344,71.351
78345,102.042
78346,122.286
78347,80.784
78348,361.094
78349,110.978
78350,71.585
78351,71.045
78352,61.725
78353,330.243
78354,85.809
78355,96.45
78356,91.568
78357,116.479
78358,502.809
78359,66.237
78360,128.693
78361,116.879
78362,72.271
78363,89.116
78364,114.067
78365,108.98
78366,63.03
78367,98.66
78368,62.773
78369,73.749
78370,114.126
78371,92.041
78372,150.132
78373,559.53
78374,76.703
78375,67.318
